species,decimalLongitude,decimalLatitude
Gentianella campestris,12.31766,59.52186
Gentianella campestris,17.8998,60.59193
Gentianella campestris,17.66774,60.43152
Gentianella campestris,18.28717,60.13803
Gentianella campestris,17.93893,60.24955
Gentianella campestris,18.05509,60.48651
Gentianella campestris,18.47556,60.2785
Gentianella campestris,15.28643,58.15251
Gentianella campestris,11.75028,57.64768
Gentianella campestris,17.97894,62.96665
Gentianella campestris,17.54748,62.53108
Gentianella campestris,17.61865,62.51941
Gentianella campestris,17.53883,62.48273
Gentianella campestris,18.46027,63.16201
Gentianella campestris,17.65833,62.43901
Gentianella campestris,16.64947,62.21383
Gentianella campestris,16.68465,58.36323
Gentianella campestris,15.94507,58.07882
Gentianella campestris,15.43386,58.19633
Gentianella campestris,15.42727,58.20248
Gentianella campestris,15.86407,58.14852
Gentianella campestris,15.07002,58.31498
Gentianella campestris,15.54041,57.87362
Gentianella campestris,15.55821,57.8173
Gentianella campestris,16.32689,58.28965
Gentianella campestris,15.38855,58.18507
Gentianella campestris,15.24213,58.09221
Gentianella campestris,15.22871,58.1087
Gentianella campestris,15.48143,57.83214
Gentianella campestris,15.09471,58.14159
Gentianella campestris,15.67131,57.96108
Gentianella campestris,18.70537,60.11247
Gentianella campestris,17.87346,59.18165
Gentianella campestris,16.26199,56.87052
Gentianella campestris,16.22961,56.90655
Gentianella campestris,15.68495,57.82759
Gentianella campestris,15.98349,57.61652
Gentianella campestris,12.70312,60.01565
Gentianella campestris,12.8409,60.05704
Gentianella campestris,12.79212,59.91001
Gentianella campestris,12.15634,59.52554
Gentianella campestris,12.69761,60.41618
Gentianella campestris,14.36396,59.75073
Gentianella campestris,11.16746,58.80542
Gentianella campestris,14.42914,57.81728
Gentianella campestris,14.40771,57.49668
Gentianella campestris,14.1429,57.53237
Gentianella campestris,15.77211,56.42053
Gentianella campestris,15.78077,58.34637
Gentianella campestris,16.49095,58.1228
Gentianella campestris,15.77086,57.75402
Gentianella campestris,15.16294,58.31241
Gentianella campestris,15.61982,58.23526
Gentianella campestris,14.66169,58.12228
Gentianella campestris,15.26689,58.09177
Gentianella campestris,14.40212,57.22534
Gentianella campestris,15.91417,58.07642
Gentianella campestris,15.78658,56.62978
Gentianella campestris,15.15287,58.08797
Gentianella campestris,15.23586,58.0816
Gentianella campestris,15.69313,58.32244
Gentianella campestris,15.42583,58.60313
Gentianella campestris,13.5949,58.53135
Gentianella campestris,9.623804,62.294781
Gentianella campestris,16.25339,60.87619
Gentianella campestris,8.882802,61.936227
Gentianella campestris,8.776118,61.931016
Gentianella campestris,8.489349,62.083154
Gentianella campestris,11.98221,59.03445
Gentianella campestris,12.2933,59.11559
Gentianella campestris,12.33058,58.76263
Gentianella campestris,11.53569,57.9733
Gentianella campestris,13.70331,58.30924
Gentianella campestris,11.69235,57.98513
Gentianella campestris,14.97284,57.66657
Gentianella campestris,13.47164,57.97766
Gentianella campestris,15.75575,61.46733
Gentianella campestris,15.69306,61.50316
Gentianella campestris,9.619666,62.427868
Gentianella campestris,9.658985,62.454617
Gentianella campestris,9.643079,62.616263
Gentianella campestris,9.597263,62.275367
Gentianella campestris,8.553134,62.527267
Gentianella campestris,14.08482,67.154094
Gentianella campestris,14.871915,67.910846
Gentianella campestris,14.458205,67.229799
Gentianella campestris,8.342483,59.457189
Gentianella campestris,17.87351,59.46675
Gentianella campestris,14.76122,57.58265
Gentianella campestris,14.75446,57.52692
Gentianella campestris,15.78765,57.59505
Gentianella campestris,15.56185,57.602
Gentianella campestris,14.92855,57.78416
Gentianella campestris,14.53264,57.66496
Gentianella campestris,15.01721,57.72728
Gentianella campestris,14.04438,57.85039
Gentianella campestris,14.72198,57.15846
Gentianella campestris,16.00163,57.26895
Gentianella campestris,15.37673,58.18092
Gentianella campestris,13.849956,66.874904
Gentianella campestris,18.46483,60.40799
Gentianella campestris,15.71089,58.48702
Gentianella campestris,12.0141,60.2006
Gentianella campestris,9.4824,59.9483
Gentianella campestris,7.6101,60.6701
Gentianella campestris,10.07,59.7383
Gentianella campestris,9.933,58.9679
Gentianella campestris,10.4567,60.3246
Gentianella campestris,10.434,60.3446
Gentianella campestris,10.6601,60.6913
Gentianella campestris,10.6281126142804,60.3773755975823
Gentianella campestris,5.0611,62.01
Gentianella campestris,10.5035,60.6725
Gentianella campestris,10.6233,60.6163
Gentianella campestris,7.2817,61.9459
Gentianella campestris,10.1102,59.6908
Gentianella campestris,11.4742061789613,61.2437181858219
Gentianella campestris,8.90988777148291,61.9368206492313
Gentianella campestris,10.5761,60.5846
Gentianella campestris,9.46581377720976,61.7843201431228
Gentianella campestris,10.7341,60.1264
Gentianella campestris,10.5322,60.6596
Gentianella campestris,10.5585,60.5596
Gentianella campestris,10.1825,59.7261
Gentianella campestris,9.4162,63.8063
Gentianella campestris,9.4161,63.7974
Gentianella campestris,13.90985,63.40288
Gentianella campestris,14.50925,57.64794
Gentianella campestris,15.77685,56.19966
Gentianella campestris,14.5762,67.035
Gentianella campestris,19.1513,69.7354
Gentianella campestris,19.6858152239011,69.7321517333288
Gentianella campestris,16.7027,68.8672
Gentianella campestris,16.6792,68.8853
Gentianella campestris,15.11871,62.9679
Gentianella campestris,14.87483,59.65842
Gentianella campestris,10.907874,60.622897
Gentianella campestris,10.908381,60.662406
Gentianella campestris,10.522315,60.508404
Gentianella campestris,10.479432,60.326588
Gentianella campestris,10.435598,60.359397
Gentianella campestris,13.60581,58.13648
Gentianella campestris,13.46329,58.11595
Gentianella campestris,8.063772,62.270803
Gentianella campestris,14.04028,56.80987
Gentianella campestris,15.77075,62.02428
Gentianella campestris,14.65423,63.16847
Gentianella campestris,14.58957,63.3809
Gentianella campestris,14.71247,63.80165
Gentianella campestris,14.60655,63.25704
Gentianella campestris,14.8262,63.22314
Gentianella campestris,14.5334,63.35676
Gentianella campestris,16.68641,62.31753
Gentianella campestris,13.66049,58.22312
Gentianella campestris,13.71398,58.28577
Gentianella campestris,13.69844,58.28305
Gentianella campestris,13.94698,55.96191
Gentianella campestris,12.28988,59.10121
Gentianella campestris,17.49376,62.62783
Gentianella campestris,17.44953,62.91927
Gentianella campestris,17.4871,63.00758
Gentianella campestris,15.60057,58.21585
Gentianella campestris,16.71003,58.26112
Gentianella campestris,15.40073,58.0921
Gentianella campestris,15.56033,57.96543
Gentianella campestris,15.696,58.86047
Gentianella campestris,15.83182,58.71337
Gentianella campestris,15.06703,58.56598
Gentianella campestris,15.06673,58.57655
Gentianella campestris,15.26707,58.78532
Gentianella campestris,19.0208,59.71616
Gentianella campestris,18.34442,59.55813
Gentianella campestris,19.0049,59.78574
Gentianella campestris,15.74586,56.49304
Gentianella campestris,12.41659,59.52266
Gentianella campestris,12.61106,59.82147
Gentianella campestris,12.64984,60.22106
Gentianella campestris,12.41709,60.93252
Gentianella campestris,13.94121,58.03266
Gentianella campestris,11.26633,58.56763
Gentianella campestris,14.52495,57.84615
Gentianella campestris,18.25961,59.73976
Gentianella campestris,17.64763,59.57109
Gentianella campestris,15.47291,57.83525
Gentianella campestris,13.73774,58.24128
Gentianella campestris,14.70649,63.1041
Gentianella campestris,13.20662,63.34279
Gentianella campestris,14.05174,63.50555
Gentianella campestris,12.62914,63.46347
Gentianella campestris,18.36498,59.91097
Gentianella campestris,9.384,61.4098
Gentianella campestris,9.3475,61.4176
Gentianella campestris,14.72219,56.47054
Gentianella campestris,15.51037,57.5552
Gentianella campestris,15.00057,58.69685
Gentianella campestris,15.74668,57.13714
Gentianella campestris,16.11922,56.85659
Gentianella campestris,12.83479,59.83283
Gentianella campestris,14.46196,57.80881
Gentianella campestris,14.68831,59.82299
Gentianella campestris,14.0829,57.67849
Gentianella campestris,15.66811,59.11853
Gentianella campestris,12.64441,59.95864
Gentianella campestris,16.27587,58.59317
Gentianella campestris,12.34859,59.54613
Gentianella campestris,13.44526,58.20873
Gentianella campestris,15.24834,59.89334
Gentianella campestris,12.46024,59.07533
Gentianella campestris,16.65489,60.42247
Gentianella campestris,11.5528,58.06287
Gentianella campestris,11.75244,58.07317
Gentianella campestris,11.18109,58.74697
Gentianella campestris,14.73556,58.05744
Gentianella campestris,18.40367,60.20198
Gentianella campestris,10.669365,62.149899
Gentianella campestris,10.668871,62.140927
Gentianella campestris,10.629561,62.123438
Gentianella campestris,14.507801,67.012423
Gentianella campestris,15.28947,67.234044
Gentianella campestris,14.104376,66.750497
Gentianella campestris,14.850921,67.001005
Gentianella campestris,9.29494,61.998445
Gentianella campestris,10.032125,59.722196
Gentianella campestris,10.01803,59.720466
Gentianella campestris,8.100387,62.322033
Gentianella campestris,14.637068,67.42182
Gentianella campestris,17.42813,60.57126
Gentianella campestris,16.51928,60.43158
Gentianella campestris,14.46986,57.68586
Gentianella campestris,15.68992,57.30228
Gentianella campestris,16.31486,58.10492
Gentianella campestris,14.45278,57.78447
Gentianella campestris,16.14926,57.10252
Gentianella campestris,14.07849,57.55989
Gentianella campestris,15.53939,67.380959
Gentianella campestris,18.01241,60.16036
Gentianella campestris,18.45093,60.12449
Gentianella campestris,18.85011,59.72968
Gentianella campestris,18.51449,59.75859
Gentianella campestris,18.52806,59.75023
Gentianella campestris,18.5519,59.73716
Gentianella campestris,18.60266,59.75279
Gentianella campestris,18.13839,59.77658
Gentianella campestris,18.72848,59.74233
Gentianella campestris,15.8067,57.87731
Gentianella campestris,10.2018,60.5337
Gentianella campestris,11.7167851758184,59.4161484869199
Gentianella campestris,8.3645,60.8792
Gentianella campestris,10.568,60.4544
Gentianella campestris,10.5261,60.4387
Gentianella campestris,10.5274,60.3511
Gentianella campestris,8.4854,60.2333
Gentianella campestris,8.3831,60.8703
Gentianella campestris,11.1505,60.5626
Gentianella campestris,6.42862421970043,59.2277880466697
Gentianella campestris,8.5657,60.9877
Gentianella campestris,7.5993,62.5026
Gentianella campestris,9.6369,62.3753
Gentianella campestris,14.55952,57.74784
Gentianella campestris,14.57912,57.65772
Gentianella campestris,12.69902,56.37302
Gentianella campestris,15.61504,60.33247
Gentianella campestris,15.96838,60.94593
Gentianella campestris,14.80131,59.53876
Gentianella campestris,15.39545,57.74748
Gentianella campestris,18.0295,69.6038
Gentianella campestris,16.7509511977306,68.4759720175282
Gentianella campestris,17.3667,68.9961
Gentianella campestris,16.4071,69.3596
Gentianella campestris,13.756,66.9509
Gentianella campestris,19.669,69.8576
Gentianella campestris,19.8239,70.1811
Gentianella campestris,19.7231,69.7809
Gentianella campestris,13.85911,63.49129
Gentianella campestris,14.57164,63.03192
Gentianella campestris,13.75559,63.38279
Gentianella campestris,8.357329,62.055236
Gentianella campestris,8.435446,62.071735
Gentianella campestris,7.231808,61.406988
Gentianella campestris,10.612301,60.332677
Gentianella campestris,18.171,59.80536
Gentianella campestris,13.60043,58.13249
Gentianella campestris,13.47763,57.98954
Gentianella campestris,13.60105,58.29773
Gentianella campestris,13.74553,58.2553
Gentianella campestris,13.59292,58.04787
Gentianella campestris,18.48638,59.62984
Gentianella campestris,8.531218,62.524771
Gentianella campestris,9.143659,62.503672
Gentianella campestris,8.538683,62.51941
Gentianella campestris,14.99483,62.9286
Gentianella campestris,14.13765,63.35808
Gentianella campestris,18.52446,59.72785
Gentianella campestris,15.13713,62.72213
Gentianella campestris,14.60382,63.36904
Gentianella campestris,18.44683,62.87788
Gentianella campestris,17.82862,62.72296
Gentianella campestris,18.86416,59.90271
Gentianella campestris,18.49878,60.29146
Gentianella campestris,18.11413,60.12092
Gentianella campestris,18.01988,60.17212
Gentianella campestris,18.11333,60.10311
Gentianella campestris,18.12736,60.1336
Gentianella campestris,17.83505,60.16333
Gentianella campestris,18.10492,60.27157
Gentianella campestris,18.13969,59.957
Gentianella campestris,18.25184,60.22736
Gentianella campestris,17.9383,60.42278
Gentianella campestris,18.42575,60.20307
Gentianella campestris,12.53384,57.80608
Gentianella campestris,15.02677,57.51362
Gentianella campestris,17.69059,62.51763
Gentianella campestris,16.34627,63.58398
Gentianella campestris,18.43447,62.87796
Gentianella campestris,15.11238,58.11178
Gentianella campestris,16.89404,58.50951
Gentianella campestris,15.57258,58.13754
Gentianella campestris,15.54339,57.86732
Gentianella campestris,14.78637,58.12384
Gentianella campestris,15.07382,58.23091
Gentianella campestris,14.70469,58.11796
Gentianella campestris,18.75069,59.26053
Gentianella campestris,18.65751,59.38911
Gentianella campestris,14.88358,58.14275
Gentianella campestris,15.07364,58.70874
Gentianella campestris,13.02176,56.06577
Gentianella campestris,18.82209,60.01057
Gentianella campestris,18.70071,60.1194
Gentianella campestris,18.73388,59.62096
Gentianella campestris,17.61326,59.61658
Gentianella campestris,14.58688,63.33816
Gentianella campestris,18.61846,59.6612
Gentianella campestris,18.20526,59.77626
Gentianella campestris,16.31421,58.05236
Gentianella campestris,12.61554,56.79117
Gentianella campestris,16.25178,58.88112
Gentianella campestris,16.36361,58.82973
Gentianella campestris,16.90434,59.26705
Gentianella campestris,16.40002,58.81299
Gentianella campestris,13.97273,57.94421
Gentianella campestris,11.36754,58.43291
Gentianella campestris,11.26052,58.42847
Gentianella campestris,11.54274,58.05906
Gentianella campestris,11.76217,58.05007
Gentianella campestris,11.74569,57.73651
Gentianella campestris,11.4846,58.26265
Gentianella campestris,16.32899,58.83006
Gentianella campestris,16.84051,59.02924
Gentianella campestris,15.10754,62.78814
Gentianella campestris,13.82829,63.40473
Gentianella campestris,13.26772,63.31831
Gentianella campestris,13.72112,63.34944
Gentianella campestris,14.94621,62.84754
Gentianella campestris,13.79352,63.41837
Gentianella campestris,14.4488,63.05472
Gentianella campestris,14.52792,63.52407
Gentianella campestris,17.95211,60.31309
Gentianella campestris,17.0156,62.1046
Gentianella campestris,8.357624,60.304533
Gentianella campestris,8.393812,60.304703
Gentianella campestris,8.485553,60.224277
Gentianella campestris,10.2046,64.1968
Gentianella campestris,9.9876,62.134
Gentianella campestris,12.1128,60.104
Gentianella campestris,14.96213,58.24202
Gentianella campestris,14.42465,55.99423
Gentianella campestris,15.01335,58.18064
Gentianella campestris,15.20516,58.17303
Gentianella campestris,14.5697,57.65904
Gentianella campestris,15.15868,61.73218
Gentianella campestris,11.3674,58.43947
Gentianella campestris,15.17983,58.19289
Gentianella campestris,13.39092,55.65152
Gentianella campestris,10.422923,63.413486
Gentianella campestris,10.465958,63.393303
Gentianella campestris,10.427775,63.430493
Gentianella campestris,10.470373,63.401336
Gentianella campestris,10.439569,63.425887
Gentianella campestris,10.409173,63.419008
Gentianella campestris,10.452544,63.405109
Gentianella campestris,10.4787,63.407534
Gentianella campestris,10.41362,63.427941
Gentianella campestris,10.436712,63.40886
Gentianella campestris,10.45946,63.422992
Gentianella campestris,10.417404,63.423415
Gentianella campestris,10.44499,63.414162
Gentianella campestris,10.451268,63.419485
Gentianella campestris,10.46096,63.413102
Gentianella campestris,10.399511,63.426284
Gentianella campestris,10.429331,63.421501
Gentianella campestris,16.77518,58.53332
Gentianella campestris,13.70582,58.24069
Gentianella campestris,14.61713,56.92312
Gentianella campestris,12.09248,59.73579
Gentianella campestris,13.0576,63.41589
Gentianella campestris,16.59116,62.06087
Gentianella campestris,16.52708,61.58092
Gentianella campestris,9.578515,62.302376
Gentianella campestris,9.311993,62.635343
Gentianella campestris,10.821039,64.957891
Gentianella campestris,9.44143,62.159256
Gentianella campestris,9.915588,62.605771
Gentianella campestris,10.364086,62.189154
Gentianella campestris,9.940101,62.147793
Gentianella campestris,14.474626,67.273362
Gentianella campestris,8.988444,61.655231
Gentianella campestris,17.52212,60.53845
Gentianella campestris,16.1004,57.39178
Gentianella campestris,14.49174,57.82259
Gentianella campestris,14.5795,57.56755
Gentianella campestris,14.56778,57.66621
Gentianella campestris,14.262192,66.852017
Gentianella campestris,12.33977,62.54127
Gentianella campestris,14.38055,59.04909
Gentianella campestris,18.19441,59.96235
Gentianella campestris,9.6399,61.2352
Gentianella campestris,9.8845,61.1803
Gentianella campestris,5.9381,58.8676
Gentianella campestris,11.73388835675,59.3439458519779
Gentianella campestris,12.4354832277706,60.1164825600252
Gentianella campestris,8.3757,60.3046
Gentianella campestris,8.529,60.9697
Gentianella campestris,11.9404,61.8264
Gentianella campestris,9.69194644960014,61.2168996497011
Gentianella campestris,9.7562,61.4262
Gentianella campestris,8.5842,60.9878
Gentianella campestris,9.9271,62.6267
Gentianella campestris,9.8907,62.6522
Gentianella campestris,10.8488,64.976
Gentianella campestris,17.35324,60.60518
Gentianella campestris,17.36258,60.60093
Gentianella campestris,14.65408,57.68313
Gentianella campestris,15.12832,57.67437
Gentianella campestris,14.56437,63.27951
Gentianella campestris,15.00177,59.558
Gentianella campestris,14.84129,59.95777
Gentianella campestris,15.02817,59.61491
Gentianella campestris,15.28616,58.981
Gentianella campestris,18.9132,69.6305
Gentianella campestris,19.201,69.7454
Gentianella campestris,14.7772,67.1601
Gentianella campestris,9.46103,62.23639
Gentianella campestris,9.50922,62.23573
Gentianella campestris,16.29635,62.28804
Gentianella campestris,5.07443014820005,60.4444205325288
Gentianella campestris,19.884,69.6797
Gentianella campestris,14.45113,62.82695
Gentianella campestris,15.27581,57.80721
Gentianella campestris,16.243494,68.747353
Gentianella campestris,7.915864,61.072974
Gentianella campestris,7.530897,61.061255
Gentianella campestris,8.017847,61.107244
Gentianella campestris,8.017455,61.143783
Gentianella campestris,9.592492,61.243014
Gentianella campestris,9.516017,61.23794
Gentianella campestris,9.480857,61.253331
Gentianella campestris,7.31679,61.429167
Gentianella campestris,7.309515,61.425036
Gentianella campestris,10.453637,60.357405
Gentianella campestris,13.78734,58.32941
Gentianella campestris,8.500531,62.547464
Gentianella campestris,15.00296,62.92593
Gentianella campestris,14.69621,63.19972
Gentianella campestris,16.96208,58.67557
Gentianella campestris,17.21822,58.97117
Gentianella campestris,15.17617,61.72673
Gentianella campestris,15.68899,62.11966
Gentianella campestris,16.5992,62.14618
Gentianella campestris,16.33713,62.14084
Gentianella campestris,16.52729,62.16894
Gentianella campestris,16.40979,61.11474
Gentianella campestris,15.79413,62.26361
Gentianella campestris,16.60782,62.18704
Gentianella campestris,16.35791,61.06524
Gentianella campestris,15.84979,61.29898
Gentianella campestris,16.51103,62.17212
Gentianella campestris,14.7588,63.13662
Gentianella campestris,14.32,63.32185
Gentianella campestris,14.75034,63.02692
Gentianella campestris,14.76981,63.12809
Gentianella campestris,17.48474,62.52108
Gentianella campestris,12.71208,56.46911
Gentianella campestris,15.68021,56.88612
Gentianella campestris,16.30256,58.04223
Gentianella campestris,17.56396,62.74467
Gentianella campestris,15.60423,60.33923
Gentianella campestris,15.36014,60.79631
Gentianella campestris,15.76179,58.30293
Gentianella campestris,18.77677,59.28316
Gentianella campestris,18.78745,59.28471
Gentianella campestris,14.91623,58.36494
Gentianella campestris,16.30878,62.29174
Gentianella campestris,11.25009,58.40892
Gentianella campestris,11.23783,58.41377
Gentianella campestris,11.58478,57.97526
Gentianella campestris,14.65042,56.25034
Gentianella campestris,15.84006,56.29929
Gentianella campestris,14.77792,58.07419
Gentianella campestris,14.51375,58.6173
Gentianella campestris,16.07504,59.80206
Gentianella campestris,13.82236,57.90031
Gentianella campestris,16.74046,58.17111
Gentianella campestris,13.52196,58.17222
Gentianella campestris,13.63968,58.1317
Gentianella campestris,13.62845,58.16961
Gentianella campestris,14.73974,63.28847
Gentianella campestris,15.30111,63.07921
Gentianella campestris,15.17331,62.96807
Gentianella campestris,14.53926,62.89684
Gentianella campestris,13.27343,63.55409
Gentianella campestris,15.13239,62.97299
Gentianella campestris,15.15494,62.94858
Gentianella campestris,15.08145,62.97615
Gentianella campestris,16.57148,62.1208
Gentianella campestris,15.14322,61.71752
Gentianella campestris,16.2678,61.0453
Gentianella campestris,16.47372,62.03157
Gentianella campestris,16.57261,62.16566
Gentianella campestris,16.57035,62.07594
Gentianella campestris,16.56923,62.03108
Gentianella campestris,16.18942,62.21211
Gentianella campestris,16.47667,62.16616
Gentianella campestris,16.28408,62.12209
Gentianella campestris,15.99309,61.53953
Gentianella campestris,16.37905,62.07686
Gentianella campestris,13.05879,63.21676
Gentianella campestris,14.7934,63.3206
Gentianella campestris,14.018,63.3852
Gentianella campestris,14.7582,63.0775
Gentianella campestris,13.9307,63.3968
Gentianella campestris,14.2803,63.4798
Gentianella campestris,14.6482,63.81
Gentianella campestris,22.5916,67.172
Gentianella campestris,19.5598,67.8141
Gentianella campestris,15.5458,57.3798
Gentianella campestris,16.3172,58.9437
Gentianella campestris,14.6016,62.9976
Gentianella campestris,16.2644,58.8758
Gentianella campestris,14.2085,63.4934
Gentianella campestris,15.1568,61.1332
Gentianella campestris,13.5858,57.8943
Gentianella campestris,14.4065,63.3168
Gentianella campestris,18.995,59.7459
Gentianella campestris,17.2329,58.751
Gentianella campestris,14.1763,63.7081
Gentianella campestris,14.6916,63.8033
Gentianella campestris,15.6012,57.557
Gentianella campestris,16.7628,62.254
Gentianella campestris,13.9373,63.3916
Gentianella campestris,14.1729,63.4638
Gentianella campestris,11.6317,57.9533
Gentianella campestris,14.7014,63.8055
Gentianella campestris,14.482,63.3735
Gentianella campestris,14.1841,63.487
Gentianella campestris,16.1025,59.3299
Gentianella campestris,14.7597,63.2396
Gentianella campestris,17.0825,58.7574
Gentianella campestris,14.8592,63.2189
Gentianella campestris,14.8862,59.2792
Gentianella campestris,13.9809,63.4965
Gentianella campestris,14.0731,58.1045
Gentianella campestris,14.3184,63.4801
Gentianella campestris,17.2617,62.9055
Gentianella campestris,16.3681,59.2706
Gentianella campestris,14.5295,58.7388
Gentianella campestris,15.6106,62.6111
Gentianella campestris,16.95,58.422
Gentianella campestris,14.6018,63.667
Gentianella campestris,14.553,63.0591
Gentianella campestris,15.9137,60.1305
Gentianella campestris,17.2605,58.7595
Gentianella campestris,16.1577,59.0294
Gentianella campestris,16.2362,58.8995
Gentianella campestris,17.2093,62.5872
Gentianella campestris,14.612,62.9861
Gentianella campestris,12.1605,59.2976
Gentianella campestris,14.5094,63.1124
Gentianella campestris,14.499,63.0162
Gentianella campestris,14.4694,63.3537
Gentianella campestris,15.8241,62.4253
Gentianella campestris,13.8697,63.4073
Gentianella campestris,14.4473,59.8166
Gentianella campestris,16.0417,58.4321
Gentianella campestris,19.5852,67.825
Gentianella campestris,15.9267,60.1115
Gentianella campestris,13.8145,63.502
Gentianella campestris,14.6002,63.0177
Gentianella campestris,14.9542,59.4095
Gentianella campestris,16.0768,60.4732
Gentianella campestris,13.8882,60.2472
Gentianella campestris,15.8372,62.5703
Gentianella campestris,14.7663,63.3921
Gentianella campestris,14.0667,63.3634
Gentianella campestris,14.0421,63.3446
Gentianella campestris,17.3076,58.831
Gentianella campestris,12.5047,59.9951
Gentianella campestris,15.1627,58.0903
Gentianella campestris,14.03,63.3744
Gentianella campestris,15.1105,57.9667
Gentianella campestris,14.0641,63.3147
Gentianella campestris,17.5237,62.474
Gentianella campestris,14.1589,63.4594
Gentianella campestris,15.4052,63.3259
Gentianella campestris,14.062,63.3248
Gentianella campestris,15.2361,63.2808
Gentianella campestris,16.9886,58.7432
Gentianella campestris,17.2117,58.9167
Gentianella campestris,14.4375,59.7239
Gentianella campestris,16.2785,59.0367
Gentianella campestris,17.4096,58.8184
Gentianella campestris,13.9099,63.3962
Gentianella campestris,16.4798,58.7512
Gentianella campestris,14.6196,63.685
Gentianella campestris,9.2422,63.0488
Gentianella campestris,14.77229,59.41623
Gentianella campestris,15.12182,58.82481
Gentianella campestris,13.88247,57.47443
Gentianella campestris,15.80483,58.5876
Gentianella campestris,14.55899,63.26888
Gentianella campestris,15.3438,59.09359
Gentianella campestris,16.11448,59.73295
Gentianella campestris,14.49083,57.69697
Gentianella campestris,15.96454,59.98068
Gentianella campestris,13.86269,57.5648
Gentianella campestris,15.45562,57.69966
Gentianella campestris,16.5704,62.05108
Gentianella campestris,16.57312,62.08162
Gentianella campestris,16.45919,62.09111
Gentianella campestris,16.96643,59.26707
Gentianella campestris,16.42638,58.85413
Gentianella campestris,15.11791,61.74585
Gentianella campestris,14.88896,57.6878
Gentianella campestris,15.40382,62.12482
Gentianella campestris,13.86263,57.48829
Gentianella campestris,16.34892,61.07203
Gentianella campestris,14.9878,57.84023
Gentianella campestris,14.76875,58.26683
Gentianella campestris,15.30194,59.00983
Gentianella campestris,14.88448,59.46472
Gentianella campestris,15.569,59.64684
Gentianella campestris,15.26356,58.98196
Gentianella campestris,16.53921,61.57308
Gentianella campestris,15.07985,58.92296
Gentianella campestris,14.76181,59.41339
Gentianella campestris,14.85795,59.4675
Gentianella campestris,16.28447,61.06574
Gentianella campestris,15.00699,59.54618
Gentianella campestris,14.87642,59.2796
Gentianella campestris,18.40455,60.31219
Gentianella campestris,14.6611,58.81785
Gentianella campestris,14.44256,57.78795
Gentianella campestris,16.74113,58.16428
Gentianella campestris,14.7673,60.01721
Gentianella campestris,14.72973,57.6309
Gentianella campestris,15.00638,58.23172
Gentianella campestris,15.73537,59.94216
Gentianella campestris,15.08076,59.65164
Gentianella campestris,14.50573,57.62069
Gentianella campestris,15.08973,59.64884
Gentianella campestris,16.51593,62.06732
Gentianella campestris,16.6111,58.14669
Gentianella campestris,14.27966,63.67784
Gentianella campestris,14.21915,57.70632
Gentianella campestris,14.73695,59.27714
Gentianella campestris,14.991,57.22654
Gentianella campestris,14.98728,59.5049
Gentianella campestris,13.59986,58.25658
Gentianella campestris,14.80134,59.27319
Gentianella campestris,16.24097,62.2191
Gentianella campestris,14.78971,59.42259
Gentianella campestris,14.81324,59.44342
